name,id,longitude_deg,latitude_deg
Capper Quarry,CQS,79.7476180,11.6804675
Agra City,AGA,78.0155552,27.1941789
Bichpuri,BCP,77.9144849,27.1765719
Bilochpura,BFP,77.9873093,27.2018265
Kiraoli,KLB,77.7857036,27.1338897
Yamuna Bridge,JAB,78.0391057,27.1923268
Kille,KII,79.7232584,11.4384520
Kaithal,KLE,76.3981365,29.7928996
Hanakere,HNK,76.9809789,12.5657811
Yeliyur,Y,76.8258588,12.5098478
Churchgate,CCG,72.8274168,18.9338344
Bandra Terminus,BDTS,72.8415701,19.0644462
Byculla,BY,72.8327936,18.9766219
Charni Road,CYR,72.8181254,18.9519869
Dadar (Central),DR,72.8437228,19.0179041
Dadar (Western),DDR,72.8427404,19.0190624
Mahim Junction,MM,72.8467270,19.0403597
Marine Lines,MEL,72.8238162,18.9456157
Mumbai Central,BCT,72.8192133,18.9701740
Panvel Junction,PNVL,73.1220393,18.9901800
Virar,VR,72.8122252,19.4542551
Vadippatti,VDP,77.9460329,10.0861950
Kattur,KTTR,78.8555355,10.8961006
Mandurai,MAND,78.7580711,10.8724795
Taraori,TRR,76.9382617,29.7978426
Deoria Sadar,DEOS,83.7819579,26.5079698
Fatehpur Sikri,FTS,77.6708431,27.0940986
Udgir,UDGR,77.1100158,18.3904850
Moga,MOGA,75.1676290,30.8174964
Ahmedabad Junction,ADI,72.6009772,23.0252699
Amritsar Junction,ASR,74.8671432,31.6332129
Sangolli Rayanna Railway Station,SBC:1,77.5692908,12.9781750
Hubli Junction,UBL,75.1489563,15.3505517
Jaipur Junction,JP,75.7866539,26.9207888
Jammu Tawi,JAT,74.8799925,32.7060401
Tiruchchirappalli Junction,TPJ,78.6853748,10.7941765
Trivandrum Central,TVC:1;2,76.9527716,8.4868931
Vadodara Junction,BRC,73.1808008,22.3110728
Allahabad Junction,ALD,81.8270717,25.4452811
Gaya Junction,GAYA,85.0000156,24.8034874
Guwahati,GHY,91.7500966,26.1822738
Kanpur Central,CNB,80.3506961,26.4547354
Kharagpur Junction,KGP:1;2,87.3272659,22.3406324
Mughal Sarai Junction,MGS,83.1207396,25.2803918
Muzaffarpur Junction,MFP,85.3789875,26.1218283
Bhubaneswar,BBS,85.8437586,20.2665668
Cuttack Junction,CTC,85.9003224,20.4645593
Puri,PURI,85.8377905,19.8079337
Raipur Junction,R,81.6298405,21.2567681
Bhusawal Junction,BSL,75.7884203,21.0473480
Gorakhpur Junction,GKP,83.3819746,26.7596666
Tatanagar Junction,TATA,86.2000139,22.7685259
Guntakal Junction,GTL,77.3675535,15.1750237
Mangalore Central,MAQ,74.8432387,12.8634037
Mysore City Junction,MYS,76.6452979,12.3166103
Salem Junction,SA,78.1135580,11.6699969
Tirupati,TPTY,79.4195276,13.6282907
Dibrugarh,DBRG,94.9370700,27.4647682
Katihar Junction,KIR,87.5652322,25.5479729
Kota Junction,KOTA,75.8808529,25.2239827
Dehradun,DDN,78.0336564,30.3143402
Katra,KEA,74.9355084,32.9824998
New Morinda,NMDA,76.5044903,30.7954880
Manoharpur,MOU,85.1979230,22.3738310
Kaukuntla,KQQ,77.8506539,16.5388524
Risia,RS,81.6067829,27.6881247
Jadcherla,JCL,78.1419780,16.7529924
Gollapally,GLY,78.1580408,16.8207165
Sattenapalle,SAP,80.1530389,16.4052433
Khammam,KMT,80.1388830,17.2490294
Dwarapudi,DWP,81.9207357,16.9276357
Amlai,AAL,81.5948525,23.1721711
Wani,WANI,78.9609735,20.0665299
Rajpipla,RAJ,73.5053990,21.8786813
Garhi Manikpur,GRMR,81.4144936,25.7766741
Ghazipur City,GCT,83.5682176,25.5835511
Jangipur Road,JRLE,88.0411639,24.4589988
Nagarsol,NSL,74.5422161,20.1025266
Tihu,TIHU,91.2684890,26.4713969
Thekeraguri,TGE,92.4346010,26.2061133
Niphad,NR,74.0794348,20.0969246
Mustabada,MBD,80.7318680,16.5469078
Gunadala,GALA,80.6732891,16.5382494
Vatlur,VAT,81.0486065,16.6961355
Gannavaram,GWM,80.7961580,16.5562840
Viravalli,VRVL,80.9121967,16.6162279
Pedda Avutapale,PAVP,80.8394143,16.5626779
Telaprolu,TOU,80.8904236,16.5987829
Denduluru,DEL,81.1806895,16.7818438
Sitampet,STPT,81.2101942,16.7970607
Chebrol,CEL,81.3959249,16.8196050
Badampudi,BPY,81.4738395,16.8281769
Kaikaram,KKRM,81.3640252,16.8152337
Nidadavolu Junction,NDD,81.6746910,16.8979501
Prattiapadu,PTPU,81.5753577,16.8184477
Bhiwapur,BWV,79.5116593,20.7697169
Kuhi,KUHI,79.3503025,21.0071063
Timmapuram,TMPM,82.4490537,17.2878852
Gullipadu,GLU,82.6339346,17.4099425
Elamanchili,YLM,82.8520732,17.5524806
Narsipatnam Road,NRP,82.7241745,17.4520223
Narasingapalli,NASP,82.8906866,17.6061626
Kasimkota,KSK,82.9643691,17.6736737
Marripalem,MIPM,83.2526675,17.7363922
Salwa,SAL,79.2929487,21.2362160
Bolarum,BMO,78.5154227,17.5335327
Alwal,ALW,78.5146695,17.5048022
Dondaicha,DDE,74.5615915,21.3321236
Cherukara,CQA,76.2276253,10.9264443
Lingeri Station,LGRE,77.1897497,16.6696952
Saidapur Station,SADP,77.2502426,16.5701404
Chegunta,CGTA,77.3015629,16.4857373
Sirpur Town,SRUR,79.5604703,19.4787622
Rechni Road,RECH,79.4515540,19.1405137
Masaipet,ME,78.4627524,17.9072380
Medchal,MED,78.4751103,17.6398386
Gowdavalli,GWV,78.4681597,17.6108742
Shankarpalli,SKP,78.1308564,17.4503825
Mailaram,MWY,77.8107526,17.2803527
Rukmapur,RMY,77.6803895,17.2756311
Marpalli,MRF,77.7719370,17.5458880
Hbl Nagar,HBLN,78.2744626,17.1343519
Rajapur,RJAP,78.1633738,16.8592427
Yenugonda,YNG,78.0354077,16.7578108
Arepalli Halt,ARPL,77.8629874,16.2712427
Itikyala,IKI,77.8520737,16.0739115
Konnur,KONN,77.8835133,16.4259525
Kotakadra,KTKA,77.8698885,16.6682936
Kurumurthi,KXI,77.8629117,16.4939742
Manopad,MOA,77.9409415,15.9953582
Manyamkonda,MQN,77.9059309,16.6834727
Sriramnagar,SRNR,77.8671941,16.3048667
Vishnupuram,VNUP,79.6378440,16.7083763
Lakkavarapukota,LVK,83.1467930,18.0221921
Gopalapatnam,GPT,83.1962855,17.7201109
Vejandla,VJA,80.5199513,16.2378363
Duggirala,DIG,80.6236040,16.3289483
Attili,AL,81.6161487,16.6791579
Lankalakoderu,LKDU,81.6791688,16.5341835
Srungavruksham,SGKM,81.6000462,16.5435522
Vendra,VND,81.5688442,16.5782826
Mandavalli,MDVL,81.1611581,16.5188907
Moturu,OTR,81.0519401,16.4405706
Nujella,NUJ,81.0221451,16.3874552
Pedana,PAV,81.1432142,16.2533499
Vadlamannadu,VMD,81.0963409,16.3019893
Bellamkonda,BMKD,80.0016835,16.4708180
Gudipudi,GPDE,80.1747307,16.4140149
Lingamguntla,LIN,80.2751059,16.4394706
Mandapadu,MDPD,80.3200697,16.3885898
Siripuram,SRPM,80.2954960,16.4133664
Tummalacheruvu,TMLU,79.8018041,16.5282923
Virapur,VP,77.1328525,15.1589432
Pamidi,PMD,77.5978626,14.9729874
Kosigi,KO,77.2362154,15.8458057
Basampalle,BSPL,77.7452730,14.3111921
Kothacheruvu,KTCR,77.7604864,14.1858621
Narayanapuram,NRYP,77.6960434,14.1285774
Aspari,ASP,77.3552187,15.4568060
Irangallu,EGU,77.2641800,15.8928188
Molagavalli,MGV,77.3700038,15.4064159
Kalasamudram,KCM,78.0985362,14.2176201
Panapakam,PAM,79.2110683,13.5129444
Kurabalakota,KBA,78.4855735,13.6672950
Pulicherla,PCL,79.0411729,13.5982446
Vayalpad,VLD,78.6223196,13.6339814
Yesvantpur Junction,YPR,77.5507701,13.0237734
Bapatla,BPP,80.4684343,15.9085599
Kadavakuduru,KVDU,80.2578777,15.7230431
Stuartpuram,SPF,80.4055852,15.8672330
Kondagunta,KQA,79.7945163,14.0801989
Nidigallu,NDZ,79.6613371,13.9886474
Cumbum,CBM,79.1126237,15.5928369
Gudimetta,GMA,79.0124584,15.4258020
Munumaka,MUK,79.9834660,16.1919388
Santamagulur,SAB,79.9307893,16.1566599
Satulur,STUR,80.1388380,16.2543039
Batuva,BTVA,83.6238226,18.3432360
Ponduru,PDU,83.7768379,18.3629997
Naupada Junction,NWP,84.2828680,18.5789202
Sompeta,SPT,84.5814560,18.9810776
Chiksugur,CK,77.3435204,16.3112431
Yadlapura,YDLP,77.3457648,16.3345207
Matmari,MTU,77.3024374,16.0461131
Marichethal,MRC,77.3094389,16.1098870
Isivi,ESV,77.2245500,15.6660401
Nancherla,NLA,77.3726182,15.2928903
Surla Road,SLRD,84.7188216,19.1765245
Chatrapur Court,CAPC,84.9828454,19.3593149
Barara,RAA,77.0384604,30.2127765
Thangundi Station,TGDE,77.0679504,16.8034007
Shampurahalli,SPHL,77.0334662,16.8756589
Rishikesh,RKSH,78.2878092,30.1077376
Durg,DURG,81.2924266,21.1999918
Tunia,TUX,85.4288515,22.5448776
Tohana,TUN,75.9029719,29.7265056
Uklana,UKN,75.8826340,29.5003185
Bhadan,BDN,78.7374434,26.9793539
Shantigrama,SIGA,76.2054047,12.9844266
Gumto,GMTO,93.7915200,27.1368531
Daulatabad,DLB,75.2098046,19.9166294
Palej,PLJ,73.0726151,21.9213812
Aurangabad,AWB,75.3114008,19.8597998
Khana Junction,KAN,87.7695684,23.3213641
Shalimar,SHM,88.3160980,22.5543067
Kudra,KTQ,83.7928561,25.0490209
Borivali,BVI,72.8568773,19.2287385
Kumbla,KMQ,74.9437113,12.5901413
Kannapuram,KPQ,75.3149271,11.9833459
Kilikollur,KLQ,76.6325790,8.9179173
Banapura,BPF,77.4812758,22.4703542
Saheli,SAHL,77.8162861,22.4535608
Powerkheda,PRKD,77.7478479,22.6736643
Kiratgarh,KRTH,77.7731151,22.5383418
Taku,TAKU,77.8198746,22.4885475
Muradnagar,MUD,77.5074934,28.7596280
Jakhim,JHN,84.5259872,24.8292448
Jehanabad,JHD,84.9910577,25.2265291
Elphinstone Road,EPR,72.8358110,19.0073600
Mandya,MYA,76.8967003,12.5288845
Chinchpokli,CHG,72.8327922,18.9873755
Parel,PR,72.8374018,19.0090879
Mohanur,MONR,78.1396503,11.0689913
Beas,BEAS,75.2906450,31.5202075
Khaltipur,KTJ,88.0223269,24.8756300
Lasalgaon,LS,74.2258438,20.1546054
Rampuri,RAMP,80.2549645,22.4089674
Kakinada Town,CCT,82.2334147,16.9676688
Medapadu,MPU,82.0970556,17.0053974
Kakinada Port,COA,82.2408568,16.9537666
Changotola,CGLA,80.1196699,22.2276379
Gudru Halt,GDU,80.1161550,22.2712281
Gangatola,GNGT,79.9948167,22.4049129
Nagarwara,NWA,80.1234546,22.2108403
Ashok Nagar,ASKN,80.2111918,13.0355229
Avadi,AVD,80.1015427,13.1182744
Dhalpukhuri,DHRY,92.9064800,25.9598593
Habaipur,HWX,92.9853332,25.8714570
Amoni,AONI,92.9198178,26.4482495
Dhamalgaon,DMGN,94.8376554,27.3875516
Sultanpur Kaliawas Halt,STKW,76.8687870,28.4605529
Farukhnagar,FN,76.8254198,28.4673751
Shahabad Mohammadpur,SMDP,77.0716978,28.5607303
Basai Dhankot,BDXT,76.9831100,28.4644814
Porbandar,PBR,69.6148973,21.6430365
Kapurthala,KXH,75.3825269,31.3663377
Kuttippuram,KTU,76.0336787,10.8456305
Gullaguda,GGD,78.0329959,17.4170464
Rohri Junction,ROH,68.8977595,27.6858004
Palani,PLNI,77.5209156,10.4583804
Dera Allah Yar,SHP,68.3561509,28.3717207
Bukhtiarabad Domki,BKDK,68.0097894,28.9909596
Nuttall,NTL,68.0769600,28.7512458
Sibi Junction,SIB,67.8701026,29.5476446
Arian Road,AOD,68.8139050,27.7321150
Gosarji,GSRJ,68.7624632,27.7769466
Habib Kot Junction,HBKJ,68.6610681,27.8722662
Damboli,DMB,67.9715807,29.0911462
Dera Murad Jamali,DMJJ,68.2202120,28.5484368
Dingra,DNF,67.8961657,29.2866616
Mangoli,MLE,68.2824792,28.4675038
Mushkaf,MKF,67.7305370,29.5647185
Panir,PIR,67.5461047,29.6756012
Pehro Kunri,PFK,67.6668895,29.6174358
Perak,PRQ,67.8434026,29.4662374
Peshi,PSI,67.4856387,29.7275678
Aab-e-Gum,ABG,67.4030506,29.8039595
